id,api_id,circuit_id,date,is_cancelled,name,number,race_number,season_id,wikipedia
197,round_ylH7ufd7,23,1970-10-25,f,Mexican Grand Prix,13,197,21,https://en.wikipedia.org/wiki/1970_Mexican_Grand_Prix
198,round_DREBQ7Jo,27,1971-03-06,f,South African Grand Prix,1,198,22,https://en.wikipedia.org/wiki/1971_South_African_Grand_Prix
199,round_FmTYlGd9,32,1971-04-18,f,Spanish Grand Prix,2,199,22,https://en.wikipedia.org/wiki/1971_Spanish_Grand_Prix
200,round_xrkhvTVs,2,1971-05-23,f,Monaco Grand Prix,3,200,22,https://en.wikipedia.org/wiki/1971_Monaco_Grand_Prix
201,round_b5itwvkk,11,1971-06-20,f,Dutch Grand Prix,4,201,22,https://en.wikipedia.org/wiki/1971_Dutch_Grand_Prix
202,round_nAl9jbmo,35,1971-07-04,f,French Grand Prix,5,202,22,https://en.wikipedia.org/wiki/1971_French_Grand_Prix
203,round_Tf7rU29v,1,1971-07-17,f,British Grand Prix,6,203,22,https://en.wikipedia.org/wiki/1971_British_Grand_Prix
204,round_RuctZmIl,8,1971-08-01,f,German Grand Prix,7,204,22,https://en.wikipedia.org/wiki/1971_German_Grand_Prix
205,round_I7zkPQr8,34,1971-08-15,f,Austrian Grand Prix,8,205,22,https://en.wikipedia.org/wiki/1971_Austrian_Grand_Prix
206,round_qil0Q0ec,7,1971-09-05,f,Italian Grand Prix,9,206,22,https://en.wikipedia.org/wiki/1971_Italian_Grand_Prix
207,round_dG43mmDc,29,1971-09-19,f,Canadian Grand Prix,10,207,22,https://en.wikipedia.org/wiki/1971_Canadian_Grand_Prix
208,round_ua8ERrvm,21,1971-10-03,f,United States Grand Prix,11,208,22,https://en.wikipedia.org/wiki/1971_United_States_Grand_Prix
209,round_LSjsA0I5,12,1972-01-23,f,Argentine Grand Prix,1,209,23,https://en.wikipedia.org/wiki/1972_Argentine_Grand_Prix
210,round_iTyiZ2za,27,1972-03-04,f,South African Grand Prix,2,210,23,https://en.wikipedia.org/wiki/1972_South_African_Grand_Prix
211,round_OFhw4RaK,30,1972-05-01,f,Spanish Grand Prix,3,211,23,https://en.wikipedia.org/wiki/1972_Spanish_Grand_Prix
212,round_S3s9h1Ks,2,1972-05-14,f,Monaco Grand Prix,4,212,23,https://en.wikipedia.org/wiki/1972_Monaco_Grand_Prix
213,round_0MQNCOUs,36,1972-06-04,f,Belgian Grand Prix,5,213,23,https://en.wikipedia.org/wiki/1972_Belgian_Grand_Prix
214,round_2GjXYklV,26,1972-07-02,f,French Grand Prix,6,214,23,https://en.wikipedia.org/wiki/1972_French_Grand_Prix
215,round_BfmsoW73,24,1972-07-15,f,British Grand Prix,7,215,23,https://en.wikipedia.org/wiki/1972_British_Grand_Prix
216,round_VXXLgdYC,8,1972-07-30,f,German Grand Prix,8,216,23,https://en.wikipedia.org/wiki/1972_German_Grand_Prix
217,round_sRziBcJV,34,1972-08-13,f,Austrian Grand Prix,9,217,23,https://en.wikipedia.org/wiki/1972_Austrian_Grand_Prix
218,round_y0FHcbAn,7,1972-09-10,f,Italian Grand Prix,10,218,23,https://en.wikipedia.org/wiki/1972_Italian_Grand_Prix
219,round_FFH8CSUa,29,1972-09-24,f,Canadian Grand Prix,11,219,23,https://en.wikipedia.org/wiki/1972_Canadian_Grand_Prix
220,round_y9ADGaON,21,1972-10-08,f,United States Grand Prix,12,220,23,https://en.wikipedia.org/wiki/1972_United_States_Grand_Prix
221,round_0ipOwwJc,12,1973-01-28,f,Argentine Grand Prix,1,221,24,https://en.wikipedia.org/wiki/1973_Argentine_Grand_Prix
222,round_NG7GnviC,37,1973-02-11,f,Brazilian Grand Prix,2,222,24,https://en.wikipedia.org/wiki/1973_Brazilian_Grand_Prix
223,round_dxx0U6pe,27,1973-03-03,f,South African Grand Prix,3,223,24,https://en.wikipedia.org/wiki/1973_South_African_Grand_Prix
224,round_0g1JVO3C,32,1973-04-29,f,Spanish Grand Prix,4,224,24,https://en.wikipedia.org/wiki/1973_Spanish_Grand_Prix
225,round_0I57ZXHb,38,1973-05-20,f,Belgian Grand Prix,5,225,24,https://en.wikipedia.org/wiki/1973_Belgian_Grand_Prix
226,round_YiDKQ2lI,2,1973-06-03,f,Monaco Grand Prix,6,226,24,https://en.wikipedia.org/wiki/1973_Monaco_Grand_Prix
227,round_T7jFwZ9H,39,1973-06-17,f,Swedish Grand Prix,7,227,24,https://en.wikipedia.org/wiki/1973_Swedish_Grand_Prix
228,round_HKRGaWdu,35,1973-07-01,f,French Grand Prix,8,228,24,https://en.wikipedia.org/wiki/1973_French_Grand_Prix
229,round_lhEV4xwB,1,1973-07-14,f,British Grand Prix,9,229,24,https://en.wikipedia.org/wiki/1973_British_Grand_Prix
230,round_PvpSwq4t,11,1973-07-29,f,Dutch Grand Prix,10,230,24,https://en.wikipedia.org/wiki/1973_Dutch_Grand_Prix
231,round_cfOEOlEe,8,1973-08-05,f,German Grand Prix,11,231,24,https://en.wikipedia.org/wiki/1973_German_Grand_Prix
232,round_8GZ8KsNA,34,1973-08-19,f,Austrian Grand Prix,12,232,24,https://en.wikipedia.org/wiki/1973_Austrian_Grand_Prix
233,round_I71vUc5v,7,1973-09-09,f,Italian Grand Prix,13,233,24,https://en.wikipedia.org/wiki/1973_Italian_Grand_Prix
234,round_Y26BazGO,29,1973-09-23,f,Canadian Grand Prix,14,234,24,https://en.wikipedia.org/wiki/1973_Canadian_Grand_Prix
235,round_b4fddY4H,21,1973-10-07,f,United States Grand Prix,15,235,24,https://en.wikipedia.org/wiki/1973_United_States_Grand_Prix
236,round_X8ysE8gT,12,1974-01-13,f,Argentine Grand Prix,1,236,25,https://en.wikipedia.org/wiki/1974_Argentine_Grand_Prix
237,round_Ga5aaiiT,37,1974-01-27,f,Brazilian Grand Prix,2,237,25,https://en.wikipedia.org/wiki/1974_Brazilian_Grand_Prix
238,round_I8C1AJHn,27,1974-03-30,f,South African Grand Prix,3,238,25,https://en.wikipedia.org/wiki/1974_South_African_Grand_Prix
239,round_xQxKrlk6,30,1974-04-28,f,Spanish Grand Prix,4,239,25,https://en.wikipedia.org/wiki/1974_Spanish_Grand_Prix
240,round_gz3UXnLm,36,1974-05-12,f,Belgian Grand Prix,5,240,25,https://en.wikipedia.org/wiki/1974_Belgian_Grand_Prix
241,round_pKycBvDV,2,1974-05-26,f,Monaco Grand Prix,6,241,25,https://en.wikipedia.org/wiki/1974_Monaco_Grand_Prix
242,round_PdqhCjDB,39,1974-06-09,f,Swedish Grand Prix,7,242,25,https://en.wikipedia.org/wiki/1974_Swedish_Grand_Prix
243,round_kkFqF5lQ,11,1974-06-23,f,Dutch Grand Prix,8,243,25,https://en.wikipedia.org/wiki/1974_Dutch_Grand_Prix
244,round_7eRklnin,40,1974-07-07,f,French Grand Prix,9,244,25,https://en.wikipedia.org/wiki/1974_French_Grand_Prix
245,round_rXFuvlhZ,24,1974-07-20,f,British Grand Prix,10,245,25,https://en.wikipedia.org/wiki/1974_British_Grand_Prix
246,round_oJ2jSDbb,8,1974-08-04,f,German Grand Prix,11,246,25,https://en.wikipedia.org/wiki/1974_German_Grand_Prix
247,round_UYXGDXHy,34,1974-08-18,f,Austrian Grand Prix,12,247,25,https://en.wikipedia.org/wiki/1974_Austrian_Grand_Prix
248,round_rEkOkWLg,7,1974-09-08,f,Italian Grand Prix,13,248,25,https://en.wikipedia.org/wiki/1974_Italian_Grand_Prix
249,round_EMiD56Lc,29,1974-09-22,f,Canadian Grand Prix,14,249,25,https://en.wikipedia.org/wiki/1974_Canadian_Grand_Prix
250,round_KZLqrtZr,21,1974-10-06,f,United States Grand Prix,15,250,25,https://en.wikipedia.org/wiki/1974_United_States_Grand_Prix
251,round_hEbtI4iy,12,1975-01-12,f,Argentine Grand Prix,1,251,26,https://en.wikipedia.org/wiki/1975_Argentine_Grand_Prix
252,round_ji43VfyL,37,1975-01-26,f,Brazilian Grand Prix,2,252,26,https://en.wikipedia.org/wiki/1975_Brazilian_Grand_Prix
253,round_c6Y7wTqn,27,1975-03-01,f,South African Grand Prix,3,253,26,https://en.wikipedia.org/wiki/1975_South_African_Grand_Prix
254,round_wdGmEi07,32,1975-04-27,f,Spanish Grand Prix,4,254,26,https://en.wikipedia.org/wiki/1975_Spanish_Grand_Prix
255,round_KdDgo3UG,2,1975-05-11,f,Monaco Grand Prix,5,255,26,https://en.wikipedia.org/wiki/1975_Monaco_Grand_Prix
256,round_RpklxNJw,38,1975-05-25,f,Belgian Grand Prix,6,256,26,https://en.wikipedia.org/wiki/1975_Belgian_Grand_Prix
257,round_N9hfPvGq,39,1975-06-08,f,Swedish Grand Prix,7,257,26,https://en.wikipedia.org/wiki/1975_Swedish_Grand_Prix
258,round_4cxOVRTJ,11,1975-06-22,f,Dutch Grand Prix,8,258,26,https://en.wikipedia.org/wiki/1975_Dutch_Grand_Prix
259,round_uVhJMAQ5,35,1975-07-06,f,French Grand Prix,9,259,26,https://en.wikipedia.org/wiki/1975_French_Grand_Prix
260,round_kK6TcXGt,1,1975-07-19,f,British Grand Prix,10,260,26,https://en.wikipedia.org/wiki/1975_British_Grand_Prix
261,round_hbT5ZjxL,8,1975-08-03,f,German Grand Prix,11,261,26,https://en.wikipedia.org/wiki/1975_German_Grand_Prix
262,round_RTVLWxDf,34,1975-08-17,f,Austrian Grand Prix,12,262,26,https://en.wikipedia.org/wiki/1975_Austrian_Grand_Prix
263,round_3iJsrLuE,7,1975-09-07,f,Italian Grand Prix,13,263,26,https://en.wikipedia.org/wiki/1975_Italian_Grand_Prix
264,round_FPpouxV2,21,1975-10-05,f,United States Grand Prix,14,264,26,https://en.wikipedia.org/wiki/1975_United_States_Grand_Prix
265,round_x1xhwrMY,37,1976-01-25,f,Brazilian Grand Prix,1,265,27,https://en.wikipedia.org/wiki/1976_Brazilian_Grand_Prix
266,round_NtpdhoSJ,27,1976-03-06,f,South African Grand Prix,2,266,27,https://en.wikipedia.org/wiki/1976_South_African_Grand_Prix
267,round_SVZqy4Jl,41,1976-03-28,f,United States Grand Prix West,3,267,27,https://en.wikipedia.org/wiki/1976_United_States_Grand_Prix_West
268,round_v8aAOPLJ,30,1976-05-02,f,Spanish Grand Prix,4,268,27,https://en.wikipedia.org/wiki/1976_Spanish_Grand_Prix
269,round_7tAg8Skm,38,1976-05-16,f,Belgian Grand Prix,5,269,27,https://en.wikipedia.org/wiki/1976_Belgian_Grand_Prix
270,round_qhDBNBaz,2,1976-05-30,f,Monaco Grand Prix,6,270,27,https://en.wikipedia.org/wiki/1976_Monaco_Grand_Prix
271,round_O3FuKN50,39,1976-06-13,f,Swedish Grand Prix,7,271,27,https://en.wikipedia.org/wiki/1976_Swedish_Grand_Prix
272,round_Ci9wlyOD,35,1976-07-04,f,French Grand Prix,8,272,27,https://en.wikipedia.org/wiki/1976_French_Grand_Prix
273,round_mYECe155,24,1976-07-18,f,British Grand Prix,9,273,27,https://en.wikipedia.org/wiki/1976_British_Grand_Prix
274,round_9PCUDs1y,8,1976-08-01,f,German Grand Prix,10,274,27,https://en.wikipedia.org/wiki/1976_German_Grand_Prix
275,round_I5JzREyU,34,1976-08-15,f,Austrian Grand Prix,11,275,27,https://en.wikipedia.org/wiki/1976_Austrian_Grand_Prix
276,round_WqZThA39,11,1976-08-29,f,Dutch Grand Prix,12,276,27,https://en.wikipedia.org/wiki/1976_Dutch_Grand_Prix
277,round_MaZyJieX,7,1976-09-12,f,Italian Grand Prix,13,277,27,https://en.wikipedia.org/wiki/1976_Italian_Grand_Prix
278,round_R7kMvmbS,29,1976-10-03,f,Canadian Grand Prix,14,278,27,https://en.wikipedia.org/wiki/1976_Canadian_Grand_Prix
279,round_hTYT1dm8,21,1976-10-10,f,United States Grand Prix,15,279,27,https://en.wikipedia.org/wiki/1976_United_States_Grand_Prix
280,round_1xlfNjfg,42,1976-10-24,f,Japanese Grand Prix,16,280,27,https://en.wikipedia.org/wiki/1976_Japanese_Grand_Prix
281,round_eWsR9KCo,12,1977-01-09,f,Argentine Grand Prix,1,281,28,https://en.wikipedia.org/wiki/1977_Argentine_Grand_Prix
282,round_zWqHSLZA,37,1977-01-23,f,Brazilian Grand Prix,2,282,28,https://en.wikipedia.org/wiki/1977_Brazilian_Grand_Prix
283,round_RjEGHqJm,27,1977-03-05,f,South African Grand Prix,3,283,28,https://en.wikipedia.org/wiki/1977_South_African_Grand_Prix
284,round_WE2s9Z22,41,1977-04-03,f,United States Grand Prix West,4,284,28,https://en.wikipedia.org/wiki/1977_United_States_Grand_Prix_West
285,round_iALhxggv,30,1977-05-08,f,Spanish Grand Prix,5,285,28,https://en.wikipedia.org/wiki/1977_Spanish_Grand_Prix
286,round_KBQT6NHw,2,1977-05-22,f,Monaco Grand Prix,6,286,28,https://en.wikipedia.org/wiki/1977_Monaco_Grand_Prix
287,round_zZOr1WMM,38,1977-06-05,f,Belgian Grand Prix,7,287,28,https://en.wikipedia.org/wiki/1977_Belgian_Grand_Prix
288,round_GtDCrCEN,39,1977-06-19,f,Swedish Grand Prix,8,288,28,https://en.wikipedia.org/wiki/1977_Swedish_Grand_Prix
289,round_t4kJmCop,40,1977-07-03,f,French Grand Prix,9,289,28,https://en.wikipedia.org/wiki/1977_French_Grand_Prix
290,round_4bxhKoGq,1,1977-07-16,f,British Grand Prix,10,290,28,https://en.wikipedia.org/wiki/1977_British_Grand_Prix
291,round_EYUwccaa,33,1977-07-31,f,German Grand Prix,11,291,28,https://en.wikipedia.org/wiki/1977_German_Grand_Prix
292,round_5g9kijqD,34,1977-08-14,f,Austrian Grand Prix,12,292,28,https://en.wikipedia.org/wiki/1977_Austrian_Grand_Prix
293,round_hrsab4R6,11,1977-08-28,f,Dutch Grand Prix,13,293,28,https://en.wikipedia.org/wiki/1977_Dutch_Grand_Prix
294,round_PG5Uz0Tv,7,1977-09-11,f,Italian Grand Prix,14,294,28,https://en.wikipedia.org/wiki/1977_Italian_Grand_Prix
295,round_tWUGJ5rZ,21,1977-10-02,f,United States Grand Prix,15,295,28,https://en.wikipedia.org/wiki/1977_United_States_Grand_Prix
296,round_xtTbUaip,29,1977-10-09,f,Canadian Grand Prix,16,296,28,https://en.wikipedia.org/wiki/1977_Canadian_Grand_Prix
297,round_aRiEjCsj,42,1977-10-23,f,Japanese Grand Prix,17,297,28,https://en.wikipedia.org/wiki/1977_Japanese_Grand_Prix
298,round_X6060Rpw,12,1978-01-15,f,Argentine Grand Prix,1,298,29,https://en.wikipedia.org/wiki/1978_Argentine_Grand_Prix
299,round_9oQN8Ukq,43,1978-01-29,f,Brazilian Grand Prix,2,299,29,https://en.wikipedia.org/wiki/1978_Brazilian_Grand_Prix
300,round_tl7Ag6aK,27,1978-03-04,f,South African Grand Prix,3,300,29,https://en.wikipedia.org/wiki/1978_South_African_Grand_Prix
301,round_ojEgzvMc,41,1978-04-02,f,United States Grand Prix West,4,301,29,https://en.wikipedia.org/wiki/1978_United_States_Grand_Prix_West
302,round_y4jT8gEa,2,1978-05-07,f,Monaco Grand Prix,5,302,29,https://en.wikipedia.org/wiki/1978_Monaco_Grand_Prix
303,round_dO8JaTPM,38,1978-05-21,f,Belgian Grand Prix,6,303,29,https://en.wikipedia.org/wiki/1978_Belgian_Grand_Prix
304,round_tYnq4tYN,30,1978-06-04,f,Spanish Grand Prix,7,304,29,https://en.wikipedia.org/wiki/1978_Spanish_Grand_Prix
305,round_aaixxLYf,39,1978-06-17,f,Swedish Grand Prix,8,305,29,https://en.wikipedia.org/wiki/1978_Swedish_Grand_Prix
306,round_QAEMoQGy,35,1978-07-02,f,French Grand Prix,9,306,29,https://en.wikipedia.org/wiki/1978_French_Grand_Prix
307,round_IEmDrNGv,24,1978-07-16,f,British Grand Prix,10,307,29,https://en.wikipedia.org/wiki/1978_British_Grand_Prix
308,round_rC7lIPm9,33,1978-07-30,f,German Grand Prix,11,308,29,https://en.wikipedia.org/wiki/1978_German_Grand_Prix
309,round_pH9seSTq,34,1978-08-13,f,Austrian Grand Prix,12,309,29,https://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix
310,round_bqoaJu1I,11,1978-08-27,f,Dutch Grand Prix,13,310,29,https://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix
311,round_uwRFBN33,7,1978-09-10,f,Italian Grand Prix,14,311,29,https://en.wikipedia.org/wiki/1978_Italian_Grand_Prix
312,round_hvqcjISJ,21,1978-10-01,f,United States Grand Prix,15,312,29,https://en.wikipedia.org/wiki/1978_United_States_Grand_Prix
313,round_qjdVmhlV,44,1978-10-08,f,Canadian Grand Prix,16,313,29,https://en.wikipedia.org/wiki/1978_Canadian_Grand_Prix
314,round_2BGO4XpN,12,1979-01-21,f,Argentine Grand Prix,1,314,30,https://en.wikipedia.org/wiki/1979_Argentine_Grand_Prix
315,round_gC4TWPlc,37,1979-02-04,f,Brazilian Grand Prix,2,315,30,https://en.wikipedia.org/wiki/1979_Brazilian_Grand_Prix
316,round_kfHcVUC6,27,1979-03-03,f,South African Grand Prix,3,316,30,https://en.wikipedia.org/wiki/1979_South_African_Grand_Prix
317,round_IgyaujER,41,1979-04-08,f,United States Grand Prix West,4,317,30,https://en.wikipedia.org/wiki/1979_United_States_Grand_Prix_West
318,round_mT5qF2Xg,30,1979-04-29,f,Spanish Grand Prix,5,318,30,https://en.wikipedia.org/wiki/1979_Spanish_Grand_Prix
319,round_UUUAMEZI,38,1979-05-13,f,Belgian Grand Prix,6,319,30,https://en.wikipedia.org/wiki/1979_Belgian_Grand_Prix
320,round_giDFoPfD,2,1979-05-27,f,Monaco Grand Prix,7,320,30,https://en.wikipedia.org/wiki/1979_Monaco_Grand_Prix
321,round_4Z1qFq2F,40,1979-07-01,f,French Grand Prix,8,321,30,https://en.wikipedia.org/wiki/1979_French_Grand_Prix
322,round_6IviO9I0,1,1979-07-14,f,British Grand Prix,9,322,30,https://en.wikipedia.org/wiki/1979_British_Grand_Prix
323,round_mMaBQoz4,33,1979-07-29,f,German Grand Prix,10,323,30,https://en.wikipedia.org/wiki/1979_German_Grand_Prix
324,round_0kjH4XWm,34,1979-08-12,f,Austrian Grand Prix,11,324,30,https://en.wikipedia.org/wiki/1979_Austrian_Grand_Prix
325,round_NIwDvcvv,11,1979-08-26,f,Dutch Grand Prix,12,325,30,https://en.wikipedia.org/wiki/1979_Dutch_Grand_Prix
326,round_OgWbm8JP,7,1979-09-09,f,Italian Grand Prix,13,326,30,https://en.wikipedia.org/wiki/1979_Italian_Grand_Prix
327,round_KHDcKMBL,44,1979-09-30,f,Canadian Grand Prix,14,327,30,https://en.wikipedia.org/wiki/1979_Canadian_Grand_Prix
328,round_FE5wJXzg,21,1979-10-07,f,United States Grand Prix,15,328,30,https://en.wikipedia.org/wiki/1979_United_States_Grand_Prix
329,round_4mEFaaJP,12,1980-01-13,f,Argentine Grand Prix,1,329,31,https://en.wikipedia.org/wiki/1980_Argentine_Grand_Prix
330,round_9nwVuhXW,37,1980-01-27,f,Brazilian Grand Prix,2,330,31,https://en.wikipedia.org/wiki/1980_Brazilian_Grand_Prix
331,round_go3vraXH,27,1980-03-01,f,South African Grand Prix,3,331,31,https://en.wikipedia.org/wiki/1980_South_African_Grand_Prix
332,round_ccedo7Lc,41,1980-03-30,f,United States Grand Prix West,4,332,31,https://en.wikipedia.org/wiki/1980_United_States_Grand_Prix_West
333,round_P1CCsKVe,38,1980-05-04,f,Belgian Grand Prix,5,333,31,https://en.wikipedia.org/wiki/1980_Belgian_Grand_Prix
334,round_48W6MVtR,2,1980-05-18,f,Monaco Grand Prix,6,334,31,https://en.wikipedia.org/wiki/1980_Monaco_Grand_Prix
335,round_QvwkqigD,35,1980-06-29,f,French Grand Prix,7,335,31,https://en.wikipedia.org/wiki/1980_French_Grand_Prix
336,round_mD7EOC1k,24,1980-07-13,f,British Grand Prix,8,336,31,https://en.wikipedia.org/wiki/1980_British_Grand_Prix
337,round_o27NlM0S,33,1980-08-10,f,German Grand Prix,9,337,31,https://en.wikipedia.org/wiki/1980_German_Grand_Prix
338,round_O8Boqme9,34,1980-08-17,f,Austrian Grand Prix,10,338,31,https://en.wikipedia.org/wiki/1980_Austrian_Grand_Prix
339,round_BnoyVllK,11,1980-08-31,f,Dutch Grand Prix,11,339,31,https://en.wikipedia.org/wiki/1980_Dutch_Grand_Prix
340,round_vAS9rzBr,45,1980-09-14,f,Italian Grand Prix,12,340,31,https://en.wikipedia.org/wiki/1980_Italian_Grand_Prix
341,round_nnO3kwI7,44,1980-09-28,f,Canadian Grand Prix,13,341,31,https://en.wikipedia.org/wiki/1980_Canadian_Grand_Prix
342,round_4ZMdC16s,21,1980-10-05,f,United States Grand Prix,14,342,31,https://en.wikipedia.org/wiki/1980_United_States_Grand_Prix
343,round_foYWcAOf,41,1981-03-15,f,United States Grand Prix West,1,343,32,https://en.wikipedia.org/wiki/1981_United_States_Grand_Prix_West
344,round_urErAcwH,43,1981-03-29,f,Brazilian Grand Prix,2,344,32,https://en.wikipedia.org/wiki/1981_Brazilian_Grand_Prix
345,round_iGhOUxmi,12,1981-04-12,f,Argentine Grand Prix,3,345,32,https://en.wikipedia.org/wiki/1981_Argentine_Grand_Prix
346,round_MqVZ61M2,45,1981-05-03,f,San Marino Grand Prix,4,346,32,https://en.wikipedia.org/wiki/1981_San_Marino_Grand_Prix
347,round_wY3Bpon7,38,1981-05-17,f,Belgian Grand Prix,5,347,32,https://en.wikipedia.org/wiki/1981_Belgian_Grand_Prix
348,round_3qa4clKn,2,1981-05-31,f,Monaco Grand Prix,6,348,32,https://en.wikipedia.org/wiki/1981_Monaco_Grand_Prix
349,round_xVJIaVt9,30,1981-06-21,f,Spanish Grand Prix,7,349,32,https://en.wikipedia.org/wiki/1981_Spanish_Grand_Prix
350,round_SQnsGwTK,40,1981-07-05,f,French Grand Prix,8,350,32,https://en.wikipedia.org/wiki/1981_French_Grand_Prix
351,round_soDCf40Q,1,1981-07-18,f,British Grand Prix,9,351,32,https://en.wikipedia.org/wiki/1981_British_Grand_Prix
352,round_oysrSuTr,33,1981-08-02,f,German Grand Prix,10,352,32,https://en.wikipedia.org/wiki/1981_German_Grand_Prix
353,round_HEpSPVsX,34,1981-08-16,f,Austrian Grand Prix,11,353,32,https://en.wikipedia.org/wiki/1981_Austrian_Grand_Prix
354,round_ZN8mo9wK,11,1981-08-30,f,Dutch Grand Prix,12,354,32,https://en.wikipedia.org/wiki/1981_Dutch_Grand_Prix
355,round_WN2y5yjw,7,1981-09-13,f,Italian Grand Prix,13,355,32,https://en.wikipedia.org/wiki/1981_Italian_Grand_Prix
356,round_C9bAbj6f,44,1981-09-27,f,Canadian Grand Prix,14,356,32,https://en.wikipedia.org/wiki/1981_Canadian_Grand_Prix
357,round_CZdutHZc,46,1981-10-17,f,Caesars Palace Grand Prix,15,357,32,https://en.wikipedia.org/wiki/1981_Caesars_Palace_Grand_Prix
358,round_q9pQIrOa,27,1982-01-23,f,South African Grand Prix,1,358,33,https://en.wikipedia.org/wiki/1982_South_African_Grand_Prix
359,round_rMjtsk4r,43,1982-03-21,f,Brazilian Grand Prix,2,359,33,https://en.wikipedia.org/wiki/1982_Brazilian_Grand_Prix
360,round_pMaRFBoh,41,1982-04-04,f,United States Grand Prix West,3,360,33,https://en.wikipedia.org/wiki/1982_United_States_Grand_Prix_West
361,round_0ppUIMp1,45,1982-04-25,f,San Marino Grand Prix,4,361,33,https://en.wikipedia.org/wiki/1982_San_Marino_Grand_Prix
362,round_6ZEq8P8O,38,1982-05-09,f,Belgian Grand Prix,5,362,33,https://en.wikipedia.org/wiki/1982_Belgian_Grand_Prix
363,round_ApgBt5JH,2,1982-05-23,f,Monaco Grand Prix,6,363,33,https://en.wikipedia.org/wiki/1982_Monaco_Grand_Prix
364,round_tp8nGVlC,47,1982-06-06,f,Detroit Grand Prix,7,364,33,https://en.wikipedia.org/wiki/1982_Detroit_Grand_Prix
365,round_yRfFy4Jo,44,1982-06-13,f,Canadian Grand Prix,8,365,33,https://en.wikipedia.org/wiki/1982_Canadian_Grand_Prix
366,round_CzrAAXPk,11,1982-07-03,f,Dutch Grand Prix,9,366,33,https://en.wikipedia.org/wiki/1982_Dutch_Grand_Prix
367,round_Ewc8zCvi,24,1982-07-18,f,British Grand Prix,10,367,33,https://en.wikipedia.org/wiki/1982_British_Grand_Prix
368,round_1yA5ckLH,35,1982-07-25,f,French Grand Prix,11,368,33,https://en.wikipedia.org/wiki/1982_French_Grand_Prix
369,round_bNOkagq0,33,1982-08-08,f,German Grand Prix,12,369,33,https://en.wikipedia.org/wiki/1982_German_Grand_Prix
370,round_2n0LWnsc,34,1982-08-15,f,Austrian Grand Prix,13,370,33,https://en.wikipedia.org/wiki/1982_Austrian_Grand_Prix
371,round_CZfs9dSt,40,1982-08-29,f,Swiss Grand Prix,14,371,33,https://en.wikipedia.org/wiki/1982_Swiss_Grand_Prix
372,round_hp3GxONj,7,1982-09-12,f,Italian Grand Prix,15,372,33,https://en.wikipedia.org/wiki/1982_Italian_Grand_Prix
373,round_nyx1ESwa,46,1982-09-25,f,Caesars Palace Grand Prix,16,373,33,https://en.wikipedia.org/wiki/1982_Caesars_Palace_Grand_Prix
374,round_1Z3YKf0n,43,1983-03-13,f,Brazilian Grand Prix,1,374,34,https://en.wikipedia.org/wiki/1983_Brazilian_Grand_Prix
375,round_GMeiSurU,41,1983-03-27,f,United States Grand Prix West,2,375,34,https://en.wikipedia.org/wiki/1983_United_States_Grand_Prix_West
376,round_JNJTQXc1,35,1983-04-17,f,French Grand Prix,3,376,34,https://en.wikipedia.org/wiki/1983_French_Grand_Prix
377,round_SCiTHcpT,45,1983-05-01,f,San Marino Grand Prix,4,377,34,https://en.wikipedia.org/wiki/1983_San_Marino_Grand_Prix
378,round_ApxwXAAX,2,1983-05-15,f,Monaco Grand Prix,5,378,34,https://en.wikipedia.org/wiki/1983_Monaco_Grand_Prix
379,round_7315nmiY,5,1983-05-22,f,Belgian Grand Prix,6,379,34,https://en.wikipedia.org/wiki/1983_Belgian_Grand_Prix
380,round_8VVxUiSP,47,1983-06-05,f,Detroit Grand Prix,7,380,34,https://en.wikipedia.org/wiki/1983_Detroit_Grand_Prix
381,round_HUlffE4A,44,1983-06-12,f,Canadian Grand Prix,8,381,34,https://en.wikipedia.org/wiki/1983_Canadian_Grand_Prix
382,round_KwJ3MgxV,1,1983-07-16,f,British Grand Prix,9,382,34,https://en.wikipedia.org/wiki/1983_British_Grand_Prix
383,round_Fifuwnyj,33,1983-08-07,f,German Grand Prix,10,383,34,https://en.wikipedia.org/wiki/1983_German_Grand_Prix
384,round_PpcCp1lN,34,1983-08-14,f,Austrian Grand Prix,11,384,34,https://en.wikipedia.org/wiki/1983_Austrian_Grand_Prix
385,round_3ns8Lbqo,11,1983-08-28,f,Dutch Grand Prix,12,385,34,https://en.wikipedia.org/wiki/1983_Dutch_Grand_Prix
386,round_pRYpXW3w,7,1983-09-11,f,Italian Grand Prix,13,386,34,https://en.wikipedia.org/wiki/1983_Italian_Grand_Prix
387,round_5MFeM9Oz,24,1983-09-25,f,European Grand Prix,14,387,34,https://en.wikipedia.org/wiki/1983_European_Grand_Prix
388,round_CH6lYVyc,27,1983-10-15,f,South African Grand Prix,15,388,34,https://en.wikipedia.org/wiki/1983_South_African_Grand_Prix
389,round_UqRpLnIA,43,1984-03-25,f,Brazilian Grand Prix,1,389,35,https://en.wikipedia.org/wiki/1984_Brazilian_Grand_Prix
390,round_ZLQQBgL1,27,1984-04-07,f,South African Grand Prix,2,390,35,https://en.wikipedia.org/wiki/1984_South_African_Grand_Prix
391,round_HghOjmXY,38,1984-04-29,f,Belgian Grand Prix,3,391,35,https://en.wikipedia.org/wiki/1984_Belgian_Grand_Prix
