id,api_id,detail,fastest_lap_rank,grid,is_classified,is_eligible_for_points,laps_completed,points,position,round_entry_id,session_id,status,time
46050,sessionentry_43d9CqRW,,,,t,t,,,1,26461,4661,,
46051,sessionentry_1eoteoxb,Finished,4,3,t,t,66,15,3,26462,4658,0,01:28:38.017
46052,sessionentry_f1zd0wz3,,,,t,t,,,1,26462,4659,,
46053,sessionentry_sDrnSzjx,,,,t,t,,,2,26462,4660,,
46054,sessionentry_NxuGxapS,,,,t,t,,,3,26462,4661,,
46055,sessionentry_UYUqN2y9,Finished,7,4,t,t,66,12,4,26463,4658,0,01:28:42.547
46056,sessionentry_EczZcvL1,,,,t,t,,,6,26463,4659,,
46057,sessionentry_vZJJBIPP,,,,t,t,,,3,26463,4660,,
46058,sessionentry_r7QZqqaw,,,,t,t,,,4,26463,4661,,
46059,sessionentry_1NtQFyt1,Finished,6,5,t,t,66,10,5,26464,4658,0,01:28:42.936
46060,sessionentry_qY0a6FQa,,,,t,t,,,2,26464,4659,,
46061,sessionentry_iz6reGF3,,,,t,t,,,7,26464,4660,,
46062,sessionentry_U6XBwDDP,,,,t,t,,,5,26464,4661,,
46063,sessionentry_oiupO5nq,Finished,9,6,t,t,66,8,6,26465,4658,0,01:28:51.255
46064,sessionentry_45FIukxj,,,,t,t,,,5,26465,4659,,
46065,sessionentry_mpKLyxKA,,,,t,t,,,5,26465,4660,,
46066,sessionentry_6DoMj8iz,,,,t,t,,,6,26465,4661,,
46067,sessionentry_yBzgia11,Finished,5,9,t,t,66,6,7,26466,4658,0,01:28:53.987
46068,sessionentry_GJEXEeJr,,,,t,t,,,7,26466,4659,,
46069,sessionentry_YKTB4olh,,,,t,t,,,6,26466,4660,,
46070,sessionentry_28hPqMEZ,Finished,3,11,t,t,66,4,8,26467,4658,0,01:29:19.751
46071,sessionentry_GmPPPJxg,,,,t,t,,,8,26467,4659,,
46072,sessionentry_aTo3IbZK,,,,t,t,,,8,26467,4660,,
46073,sessionentry_KcvpbYmC,,,,t,t,,,8,26467,4661,,
46074,sessionentry_5k13dcjL,Finished,13,7,t,t,66,2,9,26468,4658,0,01:29:22.252
46075,sessionentry_jrgfckgL,,,,t,t,,,10,26468,4659,,
46076,sessionentry_M96GhHCD,,,,t,t,,,9,26468,4660,,
46077,sessionentry_iVqbgRBf,,,,t,t,,,7,26468,4661,,
46078,sessionentry_WVF2LiQO,Finished,12,8,t,t,66,1,10,26469,4658,0,01:29:32.116
46079,sessionentry_9GRmtr36,,,,t,t,,,11,26469,4659,,
46080,sessionentry_YBtOZPHd,,,,t,t,,,10,26469,4660,,
46081,sessionentry_eHbP3eNE,,,,t,t,,,9,26469,4661,,
46082,sessionentry_JyAndoXK,Finished,10,13,t,t,66,0,11,26470,4658,0,01:29:39.442
46083,sessionentry_rx8XJd5X,,,,t,t,,,12,26470,4659,,
46084,sessionentry_oIDpyydw,,,,t,t,,,13,26470,4660,,
46085,sessionentry_o9ULBA7t,Lapped,8,10,t,t,65,0,12,26471,4658,1,01:28:29.724
46086,sessionentry_4zk9p7Wi,,,,t,t,,,9,26471,4659,,
46087,sessionentry_5P6LF1I6,,,,t,t,,,11,26471,4660,,
46088,sessionentry_yCwn60uB,Lapped,11,15,t,t,65,0,13,26472,4658,1,01:28:35.703
46089,sessionentry_Suz6O9PA,,,,t,t,,,14,26472,4659,,
46090,sessionentry_gvWiSN1O,,,,t,t,,,15,26472,4660,,
46091,sessionentry_EOX5bofq,Lapped,15,14,t,t,65,0,14,26473,4658,1,01:28:45.479
46092,sessionentry_9iihu1jV,,,,t,t,,,15,26473,4659,,
46093,sessionentry_PeET0mBk,,,,t,t,,,14,26473,4660,,
46094,sessionentry_Lk95P8GQ,Lapped,17,18,t,t,65,0,15,26474,4658,1,01:29:04.277
46095,sessionentry_JgfFE3rD,,,,t,t,,,18,26474,4659,,
46096,sessionentry_i6gitwhG,Lapped,18,12,t,t,65,0,16,26475,4658,1,01:29:13.54
46097,sessionentry_n1DCeDSJ,,,,t,t,,,13,26475,4659,,
46098,sessionentry_VcHZm4h9,,,,t,t,,,12,26475,4660,,
46099,sessionentry_mWmX0Mwe,Lapped,19,16,t,t,65,0,17,26476,4658,1,01:29:15.015
46100,sessionentry_P0N3hczm,,,,t,t,,,16,26476,4659,,
46101,sessionentry_IkAQ9MJZ,Lapped,14,20,t,t,65,0,18,26477,4658,1,01:29:18.376
46102,sessionentry_magY5X8h,,,,t,t,,,19,26477,4659,,
46103,sessionentry_PBWBgPDq,Lapped,16,17,t,t,65,0,19,26478,4658,1,01:29:29.131
46104,sessionentry_GBTUKbYF,,,,t,t,,,17,26478,4659,,
46105,sessionentry_yRp8qRlo,Lapped,20,19,t,t,64,0,20,26479,4658,1,01:28:25.093
46106,sessionentry_esrFGLHS,,,,t,t,,,20,26479,4659,,
46107,sessionentry_Dz3NN6o3,Finished,5,3,t,t,71,25,1,26480,4665,0,01:24:22.798
46108,sessionentry_lyjgzKZR,,,,t,t,,,11,26480,4666,,
46109,sessionentry_ppQRENGW,,,,t,t,,,2,26480,4667,,
46110,sessionentry_6tgG7TYl,,,,t,t,,,3,26480,4668,,
46111,sessionentry_2nSLih2V,Finished,5,4,t,t,23,5,4,26480,4673,0,00:26:49.743
46112,sessionentry_OovvVMgm,Finished,4,7,t,t,71,18,2,26481,4665,0,01:24:24.704
46113,sessionentry_uxmlPCLP,,,,t,t,,,2,26481,4666,,
46114,sessionentry_KDDqCcCX,,,,t,t,,,5,26481,4667,,
46115,sessionentry_i5WvTPzh,,,,t,t,,,7,26481,4668,,
46116,sessionentry_Z50QkrfA,Finished,2,3,t,t,23,7,2,26481,4673,0,00:26:46.005
46117,sessionentry_e4hAjl6m,Finished,6,4,t,t,71,15,3,26482,4665,0,01:24:27.331
46118,sessionentry_PhJb2scN,,,,t,t,,,1,26482,4666,,
46119,sessionentry_BCMp5hEf,,,,t,t,,,3,26482,4667,,
46120,sessionentry_XZaKwiEC,,,,t,t,,,4,26482,4668,,
46121,sessionentry_EhWBb6r7,Finished,4,5,t,t,23,4,5,26482,4673,0,00:26:51.378
46122,sessionentry_HGzYqAQR,Finished,7,5,t,t,71,12,4,26483,4665,0,01:24:45.94
46123,sessionentry_eH23nCqP,,,,t,t,,,7,26483,4666,,
46124,sessionentry_teR7O4Me,,,,t,t,,,4,26483,4667,,
46125,sessionentry_0fvfVDIP,,,,t,t,,,5,26483,4668,,
46126,sessionentry_POIXH81Q,Finished,6,6,t,t,23,3,6,26483,4673,0,00:26:52.596
46127,sessionentry_un1P4pTn,Finished,2,1,t,t,71,10,5,26484,4665,0,01:25:00.051
46128,sessionentry_vXN0JEno,,,,t,t,,,3,26484,4666,,
46129,sessionentry_sWbcNrnQ,,,,t,t,,,1,26484,4667,,
46130,sessionentry_tarrXiKE,,,,t,t,,,1,26484,4668,,
46131,sessionentry_itDrAvqG,Finished,3,1,t,t,23,8,1,26484,4673,0,00:26:41.389
46132,sessionentry_49hCASpG,Finished,14,9,t,t,71,8,6,26485,4665,0,01:25:16.886
46133,sessionentry_LgiLWByB,,,,t,t,,,13,26485,4666,,
46134,sessionentry_Key80jTS,,,,t,t,,,9,26485,4667,,
46135,sessionentry_l9jBNc4B,,,,t,t,,,9,26485,4668,,
46136,sessionentry_J39VriCB,Finished,17,17,t,t,23,0,19,26485,4673,0,00:27:29.812
46137,sessionentry_9neNZwP9,Finished,11,8,t,t,71,6,7,26486,4665,0,01:25:17.47
46138,sessionentry_zXuUpFgo,,,,t,t,,,12,26486,4666,,
46139,sessionentry_DzjH7u6J,,,,t,t,,,8,26486,4667,,
46140,sessionentry_Fcasd0QO,,,,t,t,,,8,26486,4668,,
46141,sessionentry_BUIJLUYy,Finished,8,7,t,t,23,1,8,26486,4673,0,00:26:58.798
46142,sessionentry_1wslDISg,Finished,12,12,t,t,71,4,8,26487,4665,0,01:25:23.153
46143,sessionentry_DvBcNlIx,,,,t,t,,,5,26487,4666,,
46144,sessionentry_0YsHOf9U,,,,t,t,,,12,26487,4667,,
46145,sessionentry_kyrS5qJ1,Finished,9,11,t,t,23,0,9,26487,4673,0,00:27:05.456
46146,sessionentry_SC3oEg8I,Finished,18,11,t,t,71,2,9,26488,4665,0,01:25:23.967
46147,sessionentry_fwaMIDK2,,,,t,t,,,9,26488,4666,,
46148,sessionentry_Hd2eX0zw,,,,t,t,,,11,26488,4667,,
46149,sessionentry_9EZZhdpV,Finished,15,16,t,t,23,0,14,26488,4673,0,00:27:20.786
46150,sessionentry_vbgznmut,Finished,9,13,t,t,71,1,10,26489,4665,0,01:25:24.564
46151,sessionentry_fS19R3nb,,,,t,t,,,14,26489,4666,,
46152,sessionentry_8rEyUkTf,,,,t,t,,,13,26489,4667,,
46153,sessionentry_HK8jBwxm,Finished,10,9,t,t,23,0,12,26489,4673,0,00:27:12.697
46154,sessionentry_haQQM5Cr,Finished,8,6,t,t,71,0,11,26490,4665,0,01:25:29.854
46155,sessionentry_Y0Dz5AqE,,,,t,t,,,6,26490,4666,,
46156,sessionentry_0U97UpVP,,,,t,t,,,7,26490,4667,,
46157,sessionentry_8P96b12w,,,,t,t,,,6,26490,4668,,
46158,sessionentry_Uqs5J0yt,Finished,7,10,t,t,23,2,7,26490,4673,0,00:26:54.813
46159,sessionentry_XRltzz9b,Finished,10,10,t,t,71,0,12,26491,4665,0,01:25:31.123
46160,sessionentry_GQ4Ebr1G,,,,t,t,,,10,26491,4666,,
46161,sessionentry_FbeJG5Qj,,,,t,t,,,10,26491,4667,,
46162,sessionentry_7MrRNEpw,,,,t,t,,,10,26491,4668,,
46163,sessionentry_IngZ1AqE,Finished,11,8,t,t,23,0,11,26491,4673,0,00:27:12.228
46164,sessionentry_cUlbTHqD,Lapped,13,17,t,t,70,0,13,26492,4665,1,01:24:33.032
46165,sessionentry_9mICdRP8,,,,t,t,,,17,26492,4666,,
46166,sessionentry_ttXpPVkI,Finished,12,12,t,t,23,0,10,26492,4673,0,00:27:11.564
46167,sessionentry_N4Ni6YXy,Lapped,15,14,t,t,70,0,14,26493,4665,1,01:24:35.943
46168,sessionentry_yXnIlB0L,,,,t,t,,,8,26493,4666,,
46169,sessionentry_MsbT61f6,,,,t,t,,,14,26493,4667,,
46170,sessionentry_vShFDMJV,Finished,13,14,t,t,23,0,13,26493,4673,0,00:27:16.841
46171,sessionentry_NFbg1mkZ,Lapped,16,16,t,t,70,0,15,26494,4665,1,01:24:38.664
46172,sessionentry_JF0s3vQy,,,,t,t,,,16,26494,4666,,
46173,sessionentry_9K3ltrGy,Finished,18,20,t,t,23,0,17,26494,4673,0,00:27:26.062
46174,sessionentry_M8Hmbhpq,Lapped,19,18,t,t,70,0,16,26495,4665,1,01:24:42.173
46175,sessionentry_vPM5H95d,,,,t,t,,,18,26495,4666,,
46176,sessionentry_LUmHQeM8,Finished,19,18,t,t,23,0,18,26495,4673,0,00:27:27.9
46177,sessionentry_6bmyHlFB,Lapped,20,20,t,t,70,0,17,26496,4665,1,01:25:07.68
46178,sessionentry_dkQNKhKE,,,,t,t,,,20,26496,4666,,
46179,sessionentry_FXYabNot,Finished,20,19,t,t,23,0,20,26496,4673,0,00:27:34.532
46180,sessionentry_qwzqd8iD,Lapped,1,15,t,t,70,0,18,26497,4665,1,01:25:10.458
46181,sessionentry_k7tjed6B,,,,t,t,,,15,26497,4666,,
46182,sessionentry_HJg18EwM,,,,t,t,,,15,26497,4667,,
46183,sessionentry_HBxUKsGJ,Finished,14,13,t,t,23,0,15,26497,4673,0,00:27:24.544
46184,sessionentry_8OJJfsMU,Lapped,17,19,t,t,69,0,19,26498,4665,1,01:24:29.107
46185,sessionentry_8fZEHSUV,,,,t,t,,,19,26498,4666,,
46186,sessionentry_7BVoUv7Z,Finished,16,15,t,t,23,0,16,26498,4673,0,00:27:25.465
46187,sessionentry_4koVTwaU,Lapped,3,2,t,t,64,0,20,26499,4665,1,01:16:36.054
46188,sessionentry_hujRnFVm,,,,t,t,,,4,26499,4666,,
46189,sessionentry_EMxP1ztP,,,,t,t,,,6,26499,4667,,
46190,sessionentry_bkffHnQf,,,,t,t,,,2,26499,4668,,
46191,sessionentry_WtMLrTal,Finished,1,2,t,t,23,6,3,26499,4673,0,00:26:46.737
46192,sessionentry_JN0tuni4,Finished,5,2,t,t,52,25,1,26500,4674,0,01:22:27.059
46193,sessionentry_iVhB7ZZk,,,,t,t,,,1,26500,4675,,
46194,sessionentry_8h4RmSvq,,,,t,t,,,5,26500,4676,,
46195,sessionentry_0ZsImEsl,,,,t,t,,,2,26500,4677,,
46196,sessionentry_K8fbjv7N,Finished,3,4,t,t,52,18,2,26501,4674,0,01:22:28.524
46197,sessionentry_p4GaIpAc,,,,t,t,,,11,26501,4675,,
46198,sessionentry_SWUeusfq,,,,t,t,,,6,26501,4676,,
46199,sessionentry_1jd9tbl0,,,,t,t,,,4,26501,4677,,
46200,sessionentry_uuK3JScb,Finished,4,3,t,t,52,15,3,26502,4674,0,01:22:34.606
46201,sessionentry_zmBzFHAr,,,,t,t,,,13,26502,4675,,
46202,sessionentry_WqFY3Qgi,,,,t,t,,,1,26502,4676,,
46203,sessionentry_F9I7fURX,,,,t,t,,,3,26502,4677,,
46204,sessionentry_I62aDobS,Finished,2,5,t,t,52,12,4,26503,4674,0,01:22:39.488
46205,sessionentry_fV8doszF,,,,t,t,,,5,26503,4675,,
46206,sessionentry_0XE5zShl,,,,t,t,,,4,26503,4676,,
46207,sessionentry_c6BfNhBG,,,,t,t,,,5,26503,4677,,
46208,sessionentry_2TT3ZZAu,Finished,1,7,t,t,52,11,5,26504,4674,0,01:23:14.377
46209,sessionentry_IOsdfGtS,,,,t,t,,,4,26504,4675,,
46210,sessionentry_fWU5oqny,,,,t,t,,,7,26504,4676,,
46211,sessionentry_liz5h49W,,,,t,t,,,7,26504,4677,,
46212,sessionentry_vuLBPrBk,Finished,10,6,t,t,52,8,6,26505,4674,0,01:23:22.781
46213,sessionentry_Ee2V1SIG,,,,t,t,,,15,26505,4675,,
46214,sessionentry_go3MOJ2R,,,,t,t,,,8,26505,4676,,
46215,sessionentry_hFeMUNSf,,,,t,t,,,6,26505,4677,,
46216,sessionentry_V8r3jLuz,Finished,11,8,t,t,52,6,7,26506,4674,0,01:23:23.628
46217,sessionentry_JpYXIun2,,,,t,t,,,12,26506,4675,,
46218,sessionentry_DwGjkEBF,,,,t,t,,,10,26506,4676,,
46219,sessionentry_tAFknGLD,,,,t,t,,,8,26506,4677,,
46220,sessionentry_jETsyaWw,Finished,7,10,t,t,52,4,8,26507,4674,0,01:23:30.636
46221,sessionentry_inIecChw,,,,t,t,,,9,26507,4675,,
46222,sessionentry_NpnX4bQi,,,,t,t,,,3,26507,4676,,
46223,sessionentry_OL36yofF,,,,t,t,,,10,26507,4677,,
46224,sessionentry_Kc3SsqdW,Finished,8,9,t,t,52,2,9,26508,4674,0,01:23:35.446
46225,sessionentry_9DttAhlR,,,,t,t,,,7,26508,4675,,
46226,sessionentry_ICiWN23l,,,,t,t,,,9,26508,4676,,
46227,sessionentry_YZRPPgal,,,,t,t,,,9,26508,4677,,
46228,sessionentry_rU6oIMiw,Finished,14,13,t,t,52,1,10,26509,4674,0,01:23:46.362
46229,sessionentry_FEmDrHVF,,,,t,t,,,6,26509,4675,,
46230,sessionentry_OOD9zhMy,,,,t,t,,,13,26509,4676,,
46231,sessionentry_ng0Hc5i6,Finished,12,12,t,t,52,0,11,26510,4674,0,01:23:56.019
46232,sessionentry_B9nCrHC2,,,,t,t,,,14,26510,4675,,
46233,sessionentry_QELtS8RO,,,,t,t,,,12,26510,4676,,
46234,sessionentry_6I4toB2O,Finished,13,17,t,t,52,0,12,26511,4674,0,01:23:57.212
46235,sessionentry_Qp5FYfpd,,,,t,t,,,17,26511,4675,,
46236,sessionentry_n8s9AiE4,Lapped,15,15,t,t,51,0,13,26512,4674,1,01:22:36.996
46237,sessionentry_Di8fXgEN,,,,t,t,,,10,26512,4675,,
46238,sessionentry_FAxEEhFV,,,,t,t,,,15,26512,4676,,
46239,sessionentry_jHDHZPsX,Lapped,9,11,t,t,51,0,14,26513,4674,1,01:23:07.532
46240,sessionentry_EXVoLUlJ,,,,t,t,,,3,26513,4675,,
46241,sessionentry_Imh8V0Ta,,,,t,t,,,11,26513,4676,,
46242,sessionentry_5c44DVDh,Lapped,18,16,t,t,51,0,15,26514,4674,1,01:23:08.88
46243,sessionentry_PdVLN39s,,,,t,t,,,16,26514,4675,,
46244,sessionentry_liB7zFaO,Lapped,16,18,t,t,50,0,16,26515,4674,1,01:22:37.741
46245,sessionentry_GagloTQ6,,,,t,t,,,18,26515,4675,,
46246,sessionentry_WPDeqBn2,Lapped,6,20,t,t,50,0,17,26516,4674,1,01:22:45.064
46247,sessionentry_ujr6tB4T,,,,t,t,,,19,26516,4675,,
46248,sessionentry_tBErAXM9,Lapped,17,14,t,t,50,0,18,26517,4674,1,01:23:21.535
46249,sessionentry_Vqjowlj0,,,,t,t,,,8,26517,4675,,
46250,sessionentry_fWkrPqd6,,,,t,t,,,14,26517,4676,,
46251,sessionentry_OCsXxa50,Retired,19,1,f,t,33,0,19,26518,4674,11,00:52:51.677
46252,sessionentry_W7iCXa9h,,,,t,t,,,2,26518,4675,,
46253,sessionentry_lR0jko7e,,,,t,t,,,2,26518,4676,,
46254,sessionentry_jOyrPcPX,,,,t,t,,,1,26518,4677,,
46255,sessionentry_MrgKgWrL,Did not start,0,19,f,t,0,0,20,26519,4674,30,
46256,sessionentry_eMIAlXQC,,,,t,t,,,20,26519,4675,,
46257,sessionentry_1MqObK6U,Finished,8,2,t,t,70,25,1,26520,4681,0,01:38:01.989
46258,sessionentry_Esibnhgh,,,,t,t,,,11,26520,4682,,
46259,sessionentry_ccQLM8CJ,,,,t,t,,,3,26520,4683,,
46260,sessionentry_eNhLk8H1,,,,t,t,,,2,26520,4684,,
46261,sessionentry_TzZefBS0,Finished,7,1,t,t,70,18,2,26521,4681,0,01:38:04.13
46262,sessionentry_Sj3oTLnZ,,,,t,t,,,13,26521,4682,,
46263,sessionentry_6AUO9gA6,,,,t,t,,,1,26521,4683,,
46264,sessionentry_KV4lGzb3,,,,t,t,,,1,26521,4684,,
46265,sessionentry_B5Zb1yFG,Finished,9,5,t,t,70,15,3,26522,4681,0,01:38:16.869
46266,sessionentry_CDCZECJv,,,,t,t,,,3,26522,4682,,
46267,sessionentry_3LWC1ssT,,,,t,t,,,10,26522,4683,,
46268,sessionentry_mowdxqCR,,,,t,t,,,5,26522,4684,,
46269,sessionentry_0ul9wTiU,Finished,10,6,t,t,70,12,4,26523,4681,0,01:38:21.675
46270,sessionentry_0O1z5qGx,,,,t,t,,,9,26523,4682,,
46271,sessionentry_50P8YAnh,,,,t,t,,,5,26523,4683,,
46272,sessionentry_R7yHdq3e,,,,t,t,,,6,26523,4684,,
46273,sessionentry_DLXn8kxk,Finished,3,3,t,t,70,10,5,26524,4681,0,01:38:23.338
46274,sessionentry_tvh5ZMGP,,,,t,t,,,2,26524,4682,,
46275,sessionentry_ELJEyEza,,,,t,t,,,2,26524,4683,,
46276,sessionentry_N0NleSDM,,,,t,t,,,3,26524,4684,,
46277,sessionentry_vJUvs9lv,Finished,5,4,t,t,70,8,6,26525,4681,0,01:38:25.062
46278,sessionentry_3QPXwspJ,,,,t,t,,,4,26525,4682,,
46279,sessionentry_ttwuPrtf,,,,t,t,,,4,26525,4683,,
46280,sessionentry_ThnFQWxS,,,,t,t,,,4,26525,4684,,
46281,sessionentry_nxCQJJ8X,Finished,4,16,t,t,70,6,7,26526,4681,0,01:38:41.781
46282,sessionentry_4308BSC8,,,,t,t,,,16,26526,4682,,
46283,sessionentry_M4YeqfRV,Finished,1,17,t,t,70,5,8,26527,4681,0,01:38:44.357
46284,sessionentry_PRCNqhLp,,,,t,t,,,17,26527,4682,,
46285,sessionentry_y2ZZxAKj,Finished,18,10,t,t,70,2,9,26528,4681,0,01:39:19.248
46286,sessionentry_Xwy7UIdf,,,,t,t,,,8,26528,4682,,
46287,sessionentry_QZktV6m1,,,,t,t,,,8,26528,4683,,
46288,sessionentry_m9YmAtru,,,,t,t,,,10,26528,4684,,
46289,sessionentry_jScTghhP,Finished,11,8,t,t,70,1,10,26529,4681,0,01:39:19.965
46290,sessionentry_NyUsrIOr,,,,t,t,,,7,26529,4682,,
46291,sessionentry_iOoT3XIg,,,,t,t,,,6,26529,4683,,
46292,sessionentry_r5hP9QQ5,,,,t,t,,,8,26529,4684,,
46293,sessionentry_j98C62Op,Finished,14,7,t,t,70,0,11,26530,4681,0,01:39:24.449
46294,sessionentry_nRGNGcsG,,,,t,t,,,12,26530,4682,,
46295,sessionentry_fSd6YHHc,,,,t,t,,,7,26530,4683,,
46296,sessionentry_UISIv6Ud,,,,t,t,,,7,26530,4684,,
46297,sessionentry_bFUULozQ,Lapped,12,9,t,t,69,0,12,26531,4681,1,01:38:19.913
46298,sessionentry_U1rWuYcz,,,,t,t,,,1,26531,4682,,
46299,sessionentry_iD8AcV0U,,,,t,t,,,9,26531,4683,,
46300,sessionentry_L3TTlZ3j,,,,t,t,,,9,26531,4684,,
46301,sessionentry_QN3yMLNv,Lapped,16,11,t,t,69,0,13,26532,4681,1,01:38:35.173
46302,sessionentry_qedAo5xB,,,,t,t,,,6,26532,4682,,
46303,sessionentry_HH3FWqkM,,,,t,t,,,11,26532,4683,,
46304,sessionentry_dHHpfwco,Lapped,20,13,t,t,69,0,14,26533,4681,1,01:38:38.758
46305,sessionentry_1VPcOO9F,,,,t,t,,,5,26533,4682,,
46306,sessionentry_zA0kcDVG,,,,t,t,,,13,26533,4683,,
46307,sessionentry_on1udmzr,Lapped,19,15,t,t,69,0,15,26534,4681,1,01:38:47.291
46308,sessionentry_eevlkJbf,,,,t,t,,,15,26534,4682,,
46309,sessionentry_R0cabeZw,,,,t,t,,,15,26534,4683,,
46310,sessionentry_S9a985PR,Lapped,13,12,t,t,69,0,16,26535,4681,1,01:38:47.398
46311,sessionentry_bSB4bJD4,,,,t,t,,,10,26535,4682,,
46312,sessionentry_FOmNzXWm,,,,t,t,,,12,26535,4683,,
46313,sessionentry_8zr78QcB,Lapped,2,14,t,t,69,0,17,26536,4681,1,01:38:54.58
46314,sessionentry_Cj55hgrZ,,,,t,t,,,14,26536,4682,,
46315,sessionentry_0UGqMTS9,,,,t,t,,,14,26536,4683,,
46316,sessionentry_GN8CySN4,Lapped,6,19,t,t,69,0,18,26537,4681,1,01:39:02.918
46317,sessionentry_5UFA73c1,,,,t,t,,,19,26537,4682,,
46318,sessionentry_ku8FHHvz,Lapped,17,18,t,t,69,0,19,26538,4681,1,01:39:05.587
46319,sessionentry_bKTNXRV1,,,,t,t,,,18,26538,4682,,
46320,sessionentry_BTD0jQVR,Retired,15,20,f,t,33,0,20,26539,4681,11,00:47:39.255
46321,sessionentry_jB4VdOkG,,,,t,t,,,20,26539,4682,,
46322,sessionentry_ZL83l06o,Finished,6,3,t,t,44,25,1,26540,4688,0,01:19:57.566
46323,sessionentry_bXf4hbKM,,,,t,t,,,13,26540,4689,,
46324,sessionentry_gy4CvSfR,,,,t,t,,,2,26540,4690,,
46325,sessionentry_gzf7Q7OH,,,,t,t,,,4,26540,4691,,
46326,sessionentry_keVK8oKh,Finished,3,5,t,t,44,18,2,26541,4688,0,01:19:58.213
46327,sessionentry_nlMGskVJ,,,,t,t,,,1,26541,4689,,
46328,sessionentry_ZtgbsoUy,,,,t,t,,,5,26541,4690,,
46329,sessionentry_bTrUEM7O,,,,t,t,,,6,26541,4691,,
46330,sessionentry_6n0NNkND,Finished,8,1,t,t,44,15,3,26542,4688,0,01:20:05.589
46331,sessionentry_rQPQR9zS,,,,t,t,,,6,26542,4689,,
46332,sessionentry_NsnBJtiP,,,,t,t,,,6,26542,4690,,
46333,sessionentry_TYEckWqv,,,,t,t,,,2,26542,4691,,
46334,sessionentry_scnhEtZV,Finished,4,11,t,t,44,12,4,26543,4688,0,01:20:06.266
46335,sessionentry_HkYnmvf4,,,,t,t,,,3,26543,4689,,
46336,sessionentry_MWPiZlvQ,,,,t,t,,,1,26543,4690,,
46337,sessionentry_2ODeuwyR,,,,t,t,,,1,26543,4691,,
46338,sessionentry_kU99lcJv,Finished,2,4,t,t,44,10,5,26544,4688,0,01:20:06.89
46339,sessionentry_1Xxfat6d,,,,t,t,,,12,26544,4689,,
46340,sessionentry_6Wkehicc,,,,t,t,,,8,26544,4690,,
46341,sessionentry_k91o9Kxa,,,,t,t,,,5,26544,4691,,
46342,sessionentry_vgnJYIG0,Finished,5,7,t,t,44,8,6,26545,4688,0,01:20:16.835
46343,sessionentry_gGvQCEO8,,,,t,t,,,5,26545,4689,,
46344,sessionentry_Qath21b8,,,,t,t,,,4,26545,4690,,
46345,sessionentry_gbNsFSU0,,,,t,t,,,8,26545,4691,,
46346,sessionentry_XdiJ2vwo,Finished,1,2,t,t,44,7,7,26546,4688,0,01:20:40.235
46347,sessionentry_uBFVBRR2,,,,t,t,,,4,26546,4689,,
46348,sessionentry_1FIcCIjp,,,,t,t,,,10,26546,4690,,
46349,sessionentry_3ZNS8IW7,,,,t,t,,,3,26546,4691,,
46350,sessionentry_lcyl4tWM,Finished,17,8,t,t,44,4,8,26547,4688,0,01:20:47.003
46351,sessionentry_E1iuW0Ut,,,,t,t,,,10,26547,4689,,
46352,sessionentry_JjEnHj07,,,,t,t,,,7,26547,4690,,
46353,sessionentry_jqWykyaz,,,,t,t,,,9,26547,4691,,
46354,sessionentry_uPT2XP8L,Finished,7,9,t,t,44,2,9,26548,4688,0,01:20:49.592
46355,sessionentry_ZolNALb9,,,,t,t,,,8,26548,4689,,
46356,sessionentry_hrj3Gwjw,,,,t,t,,,9,26548,4690,,
46357,sessionentry_u8r1rNB9,,,,t,t,,,10,26548,4691,,
46358,sessionentry_73JdCWdJ,Finished,12,13,t,t,44,1,10,26549,4688,0,01:20:51.966
46359,sessionentry_kowPwLND,,,,t,t,,,9,26549,4689,,
46360,sessionentry_zlm397he,,,,t,t,,,13,26549,4690,,
46361,sessionentry_aJkdsdHv,Finished,18,15,t,t,44,0,11,26550,4688,0,01:21:00.051
46362,sessionentry_UI6Gy7Q7,,,,t,t,,,15,26550,4689,,
46363,sessionentry_oACD8hD6,,,,t,t,,,15,26550,4690,,
46364,sessionentry_mBmCjsWt,Finished,16,10,t,t,44,0,12,26551,4688,0,01:21:00.691
46365,sessionentry_XAAB7yD2,,,,t,t,,,14,26551,4689,,
46366,sessionentry_Tf1gujwA,,,,t,t,,,11,26551,4690,,
46367,sessionentry_IVpOMARt,Finished,11,12,t,t,44,0,13,26552,4688,0,01:21:01.405
46368,sessionentry_Ew5ZfaW2,,,,t,t,,,2,26552,4689,,
46369,sessionentry_Hlu5TAE3,,,,t,t,,,12,26552,4690,,
46370,sessionentry_wjp6wXCY,Finished,14,17,t,t,44,0,14,26553,4688,0,01:21:03.671
46371,sessionentry_2j6icQsa,,,,t,t,,,17,26553,4689,,
46372,sessionentry_nkr8xjL6,Finished,9,14,t,t,44,0,15,26554,4688,0,01:21:07.678
46373,sessionentry_aUisNcpQ,,,,t,t,,,11,26554,4689,,
46374,sessionentry_CAmACq70,,,,t,t,,,14,26554,4690,,
46375,sessionentry_65Qbflzl,Finished,15,20,t,t,44,0,16,26555,4688,0,01:21:13.777
46376,sessionentry_hqltu0lz,,,,t,t,,,18,26555,4689,,
46377,sessionentry_llrw3jU8,Finished,13,18,t,t,44,0,17,26556,4688,0,01:21:23.097
46378,sessionentry_22LVr8tp,,,,t,t,,,19,26556,4689,,
46379,sessionentry_uRmFSqcr,Finished,19,16,t,t,44,0,18,26557,4688,0,01:21:25.873
46380,sessionentry_EKkNejgt,,,,t,t,,,16,26557,4689,,
