id,api_id,detail,fastest_lap_rank,grid,is_classified,is_eligible_for_points,laps_completed,points,position,round_entry_id,session_id,status,time
1,sessionentry_AJVCqvHP,Finished,,1,t,t,70,9,1,1,1,0,02:13:23.6
2,sessionentry_nTuoeGU3,Finished,,2,t,t,70,6,2,2,1,0,02:13:26.2
3,sessionentry_YtaG16NK,Finished,,4,t,t,70,4,3,3,1,0,02:14:15.6
4,sessionentry_1vAEWr3Z,+2 Laps,,6,t,t,68,3,4,4,1,1,
5,sessionentry_nycFnYH2,+2 Laps,,9,t,t,68,2,5,5,1,1,
6,sessionentry_4cEC48K5,+3 Laps,,13,t,t,67,0,6,6,1,1,
7,sessionentry_j4qRaXlE,+3 Laps,,15,t,t,67,0,7,7,1,1,
8,sessionentry_h0idj5HU,+5 Laps,,14,t,t,65,0,8,8,1,1,
9,sessionentry_oMmIQSb1,+6 Laps,,16,t,t,64,0,9,9,1,1,
10,sessionentry_QdpAcCDt,+6 Laps,,20,t,t,64,0,10,10,1,1,
11,sessionentry_QcceOXf9,+6 Laps,,20,t,t,64,0,10,11,1,1,
12,sessionentry_OeYo0QLX,+6 Laps,,21,t,t,64,0,11,12,1,1,
13,sessionentry_hsfd6ddD,Oil leak,,3,f,t,62,0,12,13,1,11,
14,sessionentry_t5DdRpNe,Not classified,,19,f,t,57,0,13,14,1,1,
15,sessionentry_c79gYyTg,Out of fuel,,5,f,t,49,0,14,15,1,11,
16,sessionentry_8UxvAvec,Engine,,18,f,t,44,0,15,16,1,11,
17,sessionentry_udxpH1uy,Transmission,,17,f,t,43,0,16,17,1,11,
18,sessionentry_cEoYLbdm,Engine,,8,f,t,36,0,17,18,1,11,
19,sessionentry_9WcznSFm,Clutch,,11,f,t,26,0,18,19,1,11,
20,sessionentry_vj33GPRh,Oil pressure,,7,f,t,8,0,19,20,1,11,
21,sessionentry_ns1o0Vrq,Gearbox,,10,f,t,5,0,20,21,1,11,
22,sessionentry_XMKkDsG8,Gearbox,,10,f,t,5,0,20,22,1,11,
23,sessionentry_bfDc59x4,Supercharger,,12,f,t,2,0,21,23,1,11,
24,sessionentry_XkBtWaTi,Finished,,1,t,t,100,9,1,24,4,0,03:13:18.7
25,sessionentry_aeQ3DCRu,+1 Lap,,7,t,t,99,6,2,25,4,1,
26,sessionentry_G1EGyinC,+2 Laps,,8,t,t,98,4,3,26,4,1,
27,sessionentry_qCMO7AJU,+3 Laps,,9,t,t,97,3,4,27,4,1,
28,sessionentry_DtjtFZCz,+5 Laps,,15,t,t,95,2,5,28,4,1,
29,sessionentry_JXkOuLyF,+6 Laps,,16,t,t,94,0,6,29,4,1,
30,sessionentry_Jfzs28mB,+6 Laps,,19,t,t,94,0,7,30,4,1,
31,sessionentry_mlmjLuBi,Axle,,6,f,t,63,0,8,31,4,11,
32,sessionentry_Mh8l5AjH,Oil leak,,4,f,t,38,0,9,32,4,11,
33,sessionentry_RRd4lLp2,Accident,,3,f,t,1,0,10,33,4,10,
34,sessionentry_951sR98v,Accident,,2,f,t,0,0,11,34,4,10,
35,sessionentry_WLljZeJ9,Accident,,5,f,t,0,0,12,35,4,10,
36,sessionentry_QGzpnBoR,Accident,,10,f,t,0,0,13,36,4,10,
37,sessionentry_nrU9J0k1,Accident,,11,f,t,0,0,14,37,4,10,
38,sessionentry_JlazP3OY,Accident,,12,f,t,0,0,15,38,4,10,
39,sessionentry_bNqtaeGl,Accident,,13,f,t,0,0,16,39,4,10,
40,sessionentry_ocQPK6Ml,Accident,,14,f,t,0,0,17,40,4,10,
41,sessionentry_2AY8sIes,Accident,,17,f,t,0,0,18,41,4,10,
42,sessionentry_dGCyNvHm,Collision,,20,f,t,0,0,19,42,4,10,
43,sessionentry_clnhApGo,Engine,,21,f,t,0,0,20,43,4,30,
44,sessionentry_v6G5OAvN,Accident,,18,f,t,0,0,21,44,4,30,
45,sessionentry_c3ENvkxB,Finished,,5,t,t,138,9,1,45,7,0,02:46:55.97
46,sessionentry_WQLAPJ8G,+1 Lap,,10,t,t,137,6,2,46,7,1,
47,sessionentry_PQXaA1YW,+1 Lap,,3,t,t,137,4,3,47,7,1,
48,sessionentry_9opaFwaG,+1 Lap,,12,t,t,137,3,4,48,7,1,
49,sessionentry_b271QqEl,+2 Laps,,9,t,t,136,1,5,49,7,1,
50,sessionentry_60Rkb7RY,+2 Laps,,9,t,t,136,1,5,50,7,1,
51,sessionentry_XVFjTZp3,+2 Laps,,23,t,t,136,0,6,51,7,1,
52,sessionentry_TZWQsEep,+3 Laps,,1,t,t,135,0,7,52,7,1,
53,sessionentry_1UfHKNow,+3 Laps,,4,t,t,135,0,8,53,7,1,
54,sessionentry_vKBGGWH6,+3 Laps,,19,t,t,135,0,9,54,7,1,
55,sessionentry_1Aki9O5X,+3 Laps,,11,t,t,135,0,10,55,7,1,
56,sessionentry_fF1tHxL9,+5 Laps,,16,t,t,133,0,11,56,7,1,
57,sessionentry_jliO6CRB,+5 Laps,,13,t,t,133,0,12,57,7,1,
58,sessionentry_8V3jlxg9,+6 Laps,,26,t,t,132,0,13,58,7,1,
59,sessionentry_JWUxDIG8,Spun off,,6,t,t,131,0,14,59,7,10,
60,sessionentry_tO0lHnbo,+8 Laps,,24,t,t,130,0,15,60,7,1,
61,sessionentry_yh62SHGp,+10 Laps,,31,t,t,128,0,16,61,7,1,
62,sessionentry_Z6Xds1J6,+10 Laps,,27,t,t,128,0,17,62,7,1,
63,sessionentry_ER396pfm,+10 Laps,,33,t,t,128,0,18,63,7,1,
64,sessionentry_gDdiqqR0,+11 Laps,,20,t,t,127,0,19,64,7,1,
65,sessionentry_40M9rfXM,+12 Laps,,14,t,t,126,0,20,65,7,1,
66,sessionentry_vBUyFyXt,+13 Laps,,15,t,t,125,0,21,66,7,1,
67,sessionentry_Gmy55n5m,+15 Laps,,29,t,t,123,0,22,67,7,1,
68,sessionentry_GwOjupnQ,Spun off,,30,t,t,123,0,23,68,7,10,
69,sessionentry_cBts6oSy,+16 Laps,,28,t,t,122,0,24,69,7,1,
70,sessionentry_OkfR6YY1,Oil line,,21,f,t,112,0,25,70,7,11,
71,sessionentry_xADDjWHX,Transmission,,22,f,t,111,0,26,71,7,11,
72,sessionentry_v08oHLKl,Oil pressure,,17,f,t,108,0,27,72,7,11,
73,sessionentry_Du23PEyG,Oil pressure,,17,f,t,108,0,27,73,7,11,
74,sessionentry_4FwqVCPP,Oil leak,,2,f,t,64,0,28,74,7,11,
75,sessionentry_pQommTbJ,Supercharger,,32,f,t,52,0,29,75,7,11,
76,sessionentry_i7pvrvcO,Oil pressure,,25,f,t,42,0,30,76,7,11,
77,sessionentry_Jlur7dIO,Wheel bearing,,8,f,t,30,0,31,77,7,11,
78,sessionentry_J6H2vvqZ,Stalled,,18,f,t,25,0,32,78,7,11,
79,sessionentry_nULqa2P8,Oil leak,,7,f,t,10,0,33,79,7,11,
80,sessionentry_6yMLEVUi,Finished,,2,t,t,42,9,1,80,10,0,02:02:53.7
81,sessionentry_2gtSBGX6,Finished,,3,t,t,42,6,2,81,10,0,02:02:54.1
82,sessionentry_4eezmOVZ,+1 Lap,,10,t,t,41,4,3,82,10,1,
83,sessionentry_2zFRvvOt,+2 Laps,,8,t,t,40,3,4,83,10,1,
84,sessionentry_XbU7n71b,+2 Laps,,12,t,t,40,2,5,84,10,1,
85,sessionentry_5WiVQiF7,+2 Laps,,11,t,t,40,0,6,85,10,1,
86,sessionentry_4qaplW3l,+3 Laps,,15,t,t,39,0,7,86,10,1,
87,sessionentry_gsO7avgi,+3 Laps,,18,t,t,39,0,8,87,10,1,
88,sessionentry_hmp5j27g,+3 Laps,,16,t,t,39,0,9,88,10,1,
89,sessionentry_8cNIpEp6,+4 Laps,,14,t,t,38,0,10,89,10,1,
90,sessionentry_RmT9D5R6,+7 Laps,,17,t,t,35,0,11,90,10,1,
91,sessionentry_9vlnSBIb,Engine,,1,f,t,32,0,12,91,10,11,
92,sessionentry_q5yIMlnh,Gearbox,,6,f,t,25,0,13,92,10,11,
93,sessionentry_xyvyy2Gw,Accident,,9,f,t,19,0,14,93,10,10,
94,sessionentry_ab4bXzGW,Suspension,,13,f,t,19,0,15,94,10,11,
95,sessionentry_IV6Fyu9m,Engine,,4,f,t,9,0,16,95,10,11,
96,sessionentry_NJKxBEt3,Oil pump,,5,f,t,4,0,17,96,10,11,
97,sessionentry_CWp4UUEM,Accident,,7,f,t,0,0,18,97,10,10,
98,sessionentry_RLECp90a,Finished,,2,t,t,35,8,1,98,13,0,02:47:26
99,sessionentry_A6KQLy1E,Finished,,3,t,t,35,6,2,99,13,0,02:47:40
100,sessionentry_N3jWGepv,Finished,,8,t,t,35,4,3,100,13,0,02:49:45
101,sessionentry_vcB8CxGc,Finished,,1,t,t,35,4,4,101,13,0,02:51:31
102,sessionentry_3lhqUu2r,+1 Lap,,7,t,t,34,2,5,102,13,1,
103,sessionentry_hvrhhfjX,+2 Laps,,4,t,t,33,0,6,103,13,1,
104,sessionentry_aKrShtMP,+2 Laps,,10,t,t,33,0,7,104,13,1,
105,sessionentry_HiP7I82B,+3 Laps,,14,t,t,22,0,8,105,13,1,
106,sessionentry_uVRNKjjE,+5 Laps,,12,t,t,30,0,9,106,13,1,
107,sessionentry_YLo3DWA2,+6 Laps,,11,t,t,29,0,10,107,13,1,
108,sessionentry_F7DjLJR3,Oil pipe,,13,f,t,22,0,11,108,13,11,
109,sessionentry_jFzNGAjt,Oil pressure,,5,f,t,20,0,12,109,13,11,
110,sessionentry_cVWlPaAA,Overheating,,6,f,t,15,0,13,110,13,11,
111,sessionentry_3WMQfj64,Oil pipe,,9,f,t,2,0,14,111,13,11,
112,sessionentry_kVANP9Hr,Finished,,1,t,t,64,9,1,112,16,0,02:57:52.8
113,sessionentry_bY3iwWok,Finished,,3,t,t,64,6,2,113,16,0,02:58:18.5
114,sessionentry_JRzfhxgL,+3 Laps,,18,t,t,61,4,3,114,16,1,
115,sessionentry_hUV1w78v,+3 Laps,,12,t,t,61,3,4,115,16,1,
116,sessionentry_nPPi0yNT,+5 Laps,,4,t,t,59,1,5,116,16,1,
117,sessionentry_C03triL5,+5 Laps,,4,t,t,59,1,5,117,16,1,
118,sessionentry_waygI4Wa,+8 Laps,,15,t,t,56,0,6,118,16,1,
119,sessionentry_nyx5yOUV,+8 Laps,,15,t,t,56,0,6,119,16,1,
120,sessionentry_Gt8oXMJN,Fuel pump,,2,t,t,55,0,7,120,16,11,
121,sessionentry_DI2L03Gq,+12 Laps,,5,t,t,52,0,8,121,16,1,
122,sessionentry_XLFTgbl5,Engine,,9,f,t,36,0,9,122,16,11,
123,sessionentry_KsAUt0cx,Engine,,10,f,t,14,0,10,123,16,11,
124,sessionentry_b86Unha8,Overheating,,14,f,t,11,0,11,124,16,11,
125,sessionentry_jy7RhyLD,Overheating,,6,f,t,10,0,12,125,16,11,
126,sessionentry_jIFGj5GW,Engine,,11,f,t,9,0,13,126,16,11,
127,sessionentry_GibVjuvD,Engine,,7,f,t,6,0,14,127,16,11,
128,sessionentry_a2blznMW,Engine,,13,f,t,6,0,15,128,16,11,
129,sessionentry_2hqWQpkx,Engine,,17,f,t,5,0,16,129,16,11,
130,sessionentry_lbEN5RFa,Overheating,,16,f,t,4,0,17,130,16,11,
131,sessionentry_C7UsakPn,Engine,,8,f,t,3,0,18,131,16,11,
132,sessionentry_6OkO5JvA,Finished,,3,t,t,80,8,1,132,19,0,02:51:17.4
133,sessionentry_nqRZyjPM,Finished,,6,t,t,80,3,2,133,19,0,02:52:36
134,sessionentry_N1yt8nI9,Finished,,6,t,t,80,3,2,134,19,0,
135,sessionentry_wPOpkvil,Finished,,5,t,t,80,4,3,135,19,0,02:52:53
136,sessionentry_9NLi5kfW,+5 Laps,,13,t,t,75,3,4,136,19,1,
137,sessionentry_7zFE0Xqr,+5 Laps,,16,t,t,75,2,5,137,19,1,
138,sessionentry_FOyYIVR5,+8 Laps,,17,t,t,72,0,6,138,19,1,
139,sessionentry_1ILYi6aX,+8 Laps,,18,t,t,72,0,7,139,19,1,
140,sessionentry_gvd7VPYW,Gearbox,,24,f,t,56,0,8,140,19,11,
141,sessionentry_GKI4BPr9,Radiator,,21,f,t,51,0,9,141,19,11,
142,sessionentry_LMBXac1I,Gearbox,,8,f,t,48,0,10,142,19,11,
143,sessionentry_u7ywQSg5,Oil pipe,,11,f,t,42,0,11,143,19,11,
144,sessionentry_3oRATJlI,Retired,,9,f,t,39,0,12,144,19,11,
145,sessionentry_eUqJvUqT,Engine,,7,f,t,34,0,13,145,19,11,
146,sessionentry_j4NaNteX,Engine,,7,f,t,34,0,13,146,19,11,
147,sessionentry_8KN0qief,Gearbox,,20,f,t,29,0,14,147,19,11,
148,sessionentry_jPUgBsuE,Gearbox,,1,f,t,23,1,15,148,19,11,
149,sessionentry_Vz6bGjmX,Overheating,,22,f,t,22,0,16,149,19,11,
150,sessionentry_bdQA9p0j,Engine,,2,f,t,21,0,17,150,19,11,
151,sessionentry_21VR5Je2,Engine,,25,f,t,17,0,18,151,19,11,
152,sessionentry_brwPTEW7,Brakes,,16,f,t,16,0,19,152,19,11,
153,sessionentry_wOlphOLY,Retired,,26,f,t,15,0,20,153,19,11,
154,sessionentry_7ktZdFsF,Water pipe,,12,f,t,13,0,21,154,19,11,
155,sessionentry_85spCXk7,Oil pressure,,19,f,t,13,0,22,155,19,11,
156,sessionentry_TgzGfawW,Engine,,4,f,t,11,0,23,156,19,11,
157,sessionentry_eToJNlVu,Transmission,,10,f,t,7,0,24,157,19,11,
158,sessionentry_ijOVYmrP,Engine,,15,f,t,1,0,25,158,19,11,
159,sessionentry_3D1y0eFf,Engine,,27,f,t,0,0,26,159,19,11,
160,sessionentry_V8PuRhyJ,Withdrew,,23,f,t,0,0,27,160,19,30,
161,sessionentry_thuXKtDE,Finished,,1,t,t,42,9,1,161,22,0,02:07:53.64
162,sessionentry_x8YWaW3O,Finished,,6,t,t,42,6,2,162,22,0,02:08:48.88
163,sessionentry_eRez7F2U,Finished,,2,t,t,42,4,3,163,22,0,02:09:12.95
164,sessionentry_JwpKsNok,+1 Lap,,4,t,t,41,3,4,164,22,1,
165,sessionentry_3WWI3ZOe,+2 Laps,,5,t,t,40,2,5,165,22,1,
166,sessionentry_4LGnblgp,+2 Laps,,7,t,t,40,0,6,166,22,1,
167,sessionentry_DrKHHwL0,+2 Laps,,19,t,t,40,0,7,167,22,1,
168,sessionentry_LvrOw5rr,+2 Laps,,14,t,t,40,0,8,168,22,1,
169,sessionentry_vmn95kyn,+3 Laps,,8,t,t,39,0,9,169,22,1,
170,sessionentry_i9zhfn2P,+3 Laps,,12,t,t,39,0,10,170,22,1,
171,sessionentry_bFw528UV,+3 Laps,,10,t,t,39,0,11,171,22,1,
172,sessionentry_CJZAtcoT,+4 Laps,,17,t,t,38,0,12,172,22,1,
173,sessionentry_cEV2p1xk,+7 Laps,,18,t,t,35,0,13,173,22,1,
174,sessionentry_BrnMGruS,+11 Laps,,21,t,t,31,0,14,174,22,1,
175,sessionentry_XfFYNYgk,Accident,,9,f,t,36,0,15,175,22,10,
176,sessionentry_X8bH2G1d,Accident,,11,f,t,30,0,16,176,22,10,
177,sessionentry_V888hIVw,Magneto,,20,f,t,23,0,17,177,22,11,
178,sessionentry_nncpcHb2,Ignition,,15,f,t,14,0,18,178,22,11,
179,sessionentry_UZ1PoGll,Accident,,3,f,t,12,0,19,179,22,10,
180,sessionentry_vUwRy8k9,Oil pump,,13,f,t,10,0,20,180,22,11,
181,sessionentry_COYYSRRk,Fuel system,,16,f,t,0,0,21,181,22,11,
182,sessionentry_wvIoCQCZ,Finished,,2,t,t,200,9,1,182,25,0,03:57:38.05
183,sessionentry_2M0HRXEV,Finished,,7,t,t,200,6,2,183,25,0,03:59:25.29
184,sessionentry_HpfMSSfp,Finished,,3,t,t,200,2,3,184,25,0,04:00:29.44
185,sessionentry_MCjKq6cq,Finished,,3,t,t,200,2,3,185,25,0,04:00:29.44
186,sessionentry_OJLa9zdN,Finished,,31,t,t,200,3,4,186,25,0,04:02:18.17
187,sessionentry_INurSIBq,Finished,,29,t,t,200,2,5,187,25,0,04:02:30.28
188,sessionentry_D4utXQ3c,Finished,,17,t,t,200,0,6,188,25,0,04:03:18.07
189,sessionentry_8n3AMFEg,+7 Laps,,24,t,t,193,0,7,189,25,1,
190,sessionentry_paTGC66Z,+20 Laps,,4,t,t,180,0,8,190,25,1,
191,sessionentry_JCmZHZpJ,Spun off,,9,f,t,178,0,9,191,25,10,
192,sessionentry_hpXBDT09,Retired,,1,f,t,151,0,10,192,25,11,
193,sessionentry_QQht10kS,Engine,,22,f,t,142,0,11,193,25,11,
194,sessionentry_yWF8Kndf,Engine,,12,f,t,135,0,12,194,25,11,
195,sessionentry_3Ee0ZUzH,Engine,,16,f,t,129,0,13,195,25,11,
196,sessionentry_9h3Qz1P2,Accident,,5,f,t,126,0,14,196,25,10,
197,sessionentry_bgeG3cQy,Engine,,14,f,t,123,0,15,197,25,11,
198,sessionentry_IlIi6pZS,Axle,,27,f,t,110,0,16,198,25,11,
199,sessionentry_6YN5EGi5,Clutch,,11,f,t,109,0,17,199,25,11,
200,sessionentry_wDXTo8wV,Heat shield fire,,15,f,t,93,0,18,200,25,11,
201,sessionentry_tT6zkn2s,Clutch,,33,f,t,97,0,19,201,25,11,
202,sessionentry_awMoDIJP,Heat shield fire,,19,f,t,93,0,20,202,25,11,
203,sessionentry_YKpZnHtH,Magneto,,8,f,t,87,0,21,203,25,11,
204,sessionentry_cZ7iMZAz,Engine,,10,f,t,80,0,22,204,25,11,
205,sessionentry_JglYn5ih,Engine,,6,f,t,78,0,23,205,25,11,
206,sessionentry_gi5XLJWF,Overheating,,32,f,t,73,0,24,206,25,11,
207,sessionentry_7xvxWfs3,Ignition,,28,f,t,56,0,25,207,25,11,
208,sessionentry_UkZKvcDy,Magneto,,13,f,t,55,0,26,208,25,11,
209,sessionentry_7xyGDFAO,Oil pipe,,25,f,t,34,0,27,209,25,11,
210,sessionentry_faZ8wDww,Axle,,18,f,t,30,0,28,210,25,11,
211,sessionentry_2kY8leI0,Oil leak,,20,f,t,29,0,29,211,25,11,
212,sessionentry_OAxt6Fsq,Transmission,,21,f,t,29,0,30,212,25,11,
213,sessionentry_kzqJVYa7,Engine,,23,f,t,18,0,31,213,25,11,
214,sessionentry_bL6UVobX,Fuel leak,,26,f,t,15,0,32,214,25,11,
215,sessionentry_LfI6wCsI,Transmission,,30,f,t,8,0,33,215,25,11,
216,sessionentry_qzHwpEn6,Finished,,2,t,t,36,8,1,216,28,0,02:45:46.2
217,sessionentry_xoUpr1aZ,Finished,,4,t,t,36,6,2,217,28,0,02:48:37.2
218,sessionentry_4pMoi6qL,Finished,,3,t,t,36,4,3,218,28,0,02:50:08.1
219,sessionentry_0PeXobBr,+2 Laps,,7,t,t,34,3,4,219,28,1,
220,sessionentry_OBT4uy02,+2 Laps,,8,t,t,34,2,5,220,28,1,
221,sessionentry_TTbeMbBP,+3 Laps,,12,t,t,33,0,6,221,28,1,
222,sessionentry_SMqSNeFR,+3 Laps,,11,t,t,33,0,7,222,28,1,
223,sessionentry_p4NNq6L7,+4 Laps,,13,t,t,32,0,8,223,28,1,
224,sessionentry_aSvgPj2g,+4 Laps,,1,t,t,32,1,9,224,28,1,
225,sessionentry_CDmlic6Y,Engine,,9,f,t,28,0,10,225,28,11,
226,sessionentry_3WFCOPqR,Radiator,,6,f,t,11,0,11,226,28,11,
227,sessionentry_Xc2mL94T,Transmission,,5,f,t,8,0,12,227,28,11,
228,sessionentry_DQ0JA6DL,Transmission,,10,f,t,0,0,13,228,28,11,
229,sessionentry_csfuOs64,Finished,,7,t,t,77,5,1,229,31,0,03:22:11
230,sessionentry_8aN9I9jr,Finished,,7,t,t,77,4,1,230,31,0,03:22:11
231,sessionentry_dlc2iYvJ,Finished,,6,t,t,77,3,2,231,31,0,03:23:09.2
232,sessionentry_ymkKin7Y,Finished,,6,t,t,77,3,2,232,31,0,03:23:09.2
233,sessionentry_gBvNVJ79,+3 Laps,,4,t,t,74,4,3,233,31,1,
234,sessionentry_zpXp20Z5,+4 Laps,,9,t,t,73,3,4,234,31,1,
235,sessionentry_NCY4PnVv,+4 Laps,,2,t,t,73,2,5,235,31,1,
236,sessionentry_GNMctmXp,+6 Laps,,8,t,t,71,0,6,236,31,1,
237,sessionentry_94SUto6o,+6 Laps,,11,t,t,71,0,7,237,31,1,
238,sessionentry_nhxIm3nx,+8 Laps,,14,t,t,69,0,8,238,31,1,
239,sessionentry_ja4YHF6l,+11 Laps,,19,t,t,66,0,9,239,31,1,
240,sessionentry_P6UEmK5o,+19 Laps,,5,t,t,58,0,10,240,31,1,
241,sessionentry_yALG7oLO,+22 Laps,,1,t,t,55,0,11,241,31,1,
242,sessionentry_MYXfoeLm,+22 Laps,,1,t,t,55,0,11,242,31,1,
243,sessionentry_PLCeIhSC,Accident,,12,f,t,54,0,12,243,31,10,
244,sessionentry_I999IEgk,Transmission,,13,f,t,43,0,13,244,31,11,
245,sessionentry_hQQWapU8,Engine,,10,f,t,37,0,14,245,31,11,
246,sessionentry_4T4z8K0g,Engine,,17,f,t,27,0,15,246,31,11,
247,sessionentry_G5tGTHy2,Overheating,,22,f,t,23,0,16,247,31,11,
248,sessionentry_7QEs3Bvp,Engine,,18,f,t,11,0,17,248,31,11,
249,sessionentry_eBSAHkAI,Gearbox,,3,f,t,10,0,18,249,31,11,
250,sessionentry_KYykcF01,Engine,,21,f,t,7,0,19,250,31,11,
251,sessionentry_mTMkopRQ,Engine,,23,f,t,3,0,20,251,31,11,
252,sessionentry_hjK3hSUH,Engine,,15,f,t,2,0,21,252,31,11,
253,sessionentry_KmAVandC,Transmission,,16,f,t,1,0,22,253,31,11,
254,sessionentry_DHWGeVYZ,Engine,,20,f,t,1,0,23,254,31,11,
255,sessionentry_yAV9kcNG,Finished,,1,t,t,90,8,1,255,34,0,02:42:18.2
256,sessionentry_6UXSk16y,Finished,,2,t,t,90,6,2,256,34,0,02:43:09.2
257,sessionentry_HUTRglSB,+2 Laps,,5,t,t,88,4,3,257,34,1,
258,sessionentry_3coIp8cy,+3 Laps,,7,t,t,87,3,4,258,34,1,
259,sessionentry_Vtspf47J,+5 Laps,,20,t,t,85,2,5,259,34,1,
260,sessionentry_XaeDm0DL,+6 Laps,,6,t,t,84,0,6,260,34,1,
261,sessionentry_4ZWpXOLw,+6 Laps,,19,t,t,84,0,7,261,34,1,
262,sessionentry_kyBWScvE,+6 Laps,,12,t,t,84,0,8,262,34,1,
263,sessionentry_I25RCLkc,+7 Laps,,8,t,t,83,0,9,263,34,1,
264,sessionentry_okMwPGUJ,+7 Laps,,9,t,t,83,0,10,264,34,1,
265,sessionentry_TNdwQ2a8,+8 Laps,,10,t,t,82,0,11,265,34,1,
266,sessionentry_kVFVZosd,+9 Laps,,11,t,t,81,0,12,266,34,1,
267,sessionentry_ULhvrSUE,+10 Laps,,14,t,t,80,0,13,267,34,1,
268,sessionentry_InuRerlo,Clutch,,3,f,t,75,1,14,268,34,11,
269,sessionentry_nSj9MZ3y,Not classified,,18,f,t,75,0,15,269,34,1,
270,sessionentry_U3Rsf97p,Gearbox,,4,f,t,56,0,16,270,34,11,
271,sessionentry_NVAdwi8c,Oil leak,,16,f,t,46,0,17,271,34,11,
272,sessionentry_pm8l3Ufx,Engine,,15,f,t,45,0,18,272,34,11,
273,sessionentry_DgLsjNbo,Brakes,,13,f,t,41,0,19,273,34,11,
274,sessionentry_H6HAkSyo,Radiator,,17,f,t,23,0,20,274,34,11,
275,sessionentry_rrpLADOd,Finished,,1,t,t,20,8,1,275,37,0,03:23:03.3
276,sessionentry_B0QilIVn,Finished,,3,t,t,20,7,2,276,37,0,03:23:33.8
277,sessionentry_k4zI6ONL,Finished,,2,t,t,20,4,3,277,37,0,03:27:42.3
278,sessionentry_xRAcgLQJ,Finished,,5,t,t,20,3,4,278,37,0,03:28:53.5
279,sessionentry_rL0UDfVo,Finished,,6,t,t,20,2,5,279,37,0,03:30:52.4
280,sessionentry_JxlIEM8G,+1 Lap,,8,t,t,19,0,6,280,37,1,
281,sessionentry_43UcWgZu,+1 Lap,,9,t,t,19,0,7,281,37,1,
282,sessionentry_kDaMPNaX,+1 Lap,,15,t,t,19,0,8,282,37,1,
283,sessionentry_rNhlRSw8,+2 Laps,,19,t,t,18,0,9,283,37,1,
284,sessionentry_P0m1FMj8,+2 Laps,,22,t,t,18,0,10,284,37,1,
285,sessionentry_AQrzemxH,+3 Laps,,18,t,t,17,0,11,285,37,1,
286,sessionentry_U0ifKjpd,Accident,,11,f,t,17,0,12,286,37,10,
287,sessionentry_uNkNQWun,Engine,,14,f,t,13,0,13,287,37,11,
288,sessionentry_lM4pgY8y,Magneto,,10,f,t,12,0,14,288,37,11,
289,sessionentry_rkPp8nxB,Oil pressure,,20,f,t,12,0,15,289,37,11,
290,sessionentry_QfWUdlSW,Accident,,7,f,t,11,0,16,290,37,10,
291,sessionentry_3coltviA,Engine,,12,f,t,11,0,17,291,37,11,
292,sessionentry_THIIknBB,Overheating,,4,f,t,8,0,18,292,37,11,
293,sessionentry_ri2kQQPk,Gearbox,,21,f,t,4,0,19,293,37,11,
294,sessionentry_rn1xVrC8,Ignition,,13,f,t,3,0,20,294,37,11,
295,sessionentry_HmnErLxp,Engine,,17,f,t,3,0,21,295,37,11,
296,sessionentry_KYSpicdv,Engine,,16,f,t,2,0,22,296,37,11,
297,sessionentry_LxJVgSdt,Finished,,3,t,t,80,8,1,297,40,0,02:42:39.3
298,sessionentry_Fp572Ssm,Finished,,4,t,t,80,6,2,298,40,0,02:43:03.9
299,sessionentry_EFcpG3Lc,+1 Lap,,7,t,t,79,2,3,299,40,1,
300,sessionentry_nTPg9OKG,+1 Lap,,7,t,t,79,3,3,300,40,1,
301,sessionentry_9XAHdJlC,+1 Lap,,5,t,t,79,3,4,301,40,1,
302,sessionentry_C8gqjaJU,+2 Laps,,6,t,t,78,2,5,302,40,1,
303,sessionentry_zn78V5B6,+6 Laps,,11,t,t,74,0,6,303,40,1,
304,sessionentry_yf7lkMVP,+7 Laps,,15,t,t,73,0,7,304,40,1,
305,sessionentry_fWNziVAt,+8 Laps,,14,t,t,72,0,8,305,40,1,
306,sessionentry_urIXFBMn,+13 Laps,,18,t,t,67,0,9,306,40,1,
307,sessionentry_xoY3GpBt,Engine,,1,f,t,39,0,10,307,40,11,
308,sessionentry_Tnhbe3dC,Engine,,12,f,t,29,0,11,308,40,11,
309,sessionentry_X3EpvEyK,Engine,,13,f,t,29,0,12,309,40,11,
310,sessionentry_F60mJb48,Ignition,,17,f,t,23,0,13,310,40,11,
311,sessionentry_8dnJt0U3,Engine,,20,f,t,9,0,14,311,40,11,
312,sessionentry_HzBWz4yp,Overheating,,22,f,t,7,0,15,312,40,11,
313,sessionentry_PkTVViz5,Engine,,2,f,t,6,0,16,313,40,11,
314,sessionentry_3DV0oj7D,Oil pump,,21,f,t,4,0,17,314,40,11,
315,sessionentry_GJT0Sqtj,Supercharger,,9,f,t,1,0,18,315,40,11,
316,sessionentry_F0Iw3fbK,Magneto,,19,f,t,1,0,19,316,40,11,
317,sessionentry_fQ278Igr,Transmission,,16,f,t,0,0,20,317,40,11,
318,sessionentry_8w84QCVx,Withdrew,,8,f,t,0,0,21,318,40,30,
319,sessionentry_usqnx4wl,Withdrew,,10,f,t,0,0,22,319,40,30,
320,sessionentry_uNKOUmsE,Finished,,2,t,t,70,9,1,320,43,0,02:46:54.1
321,sessionentry_ekoCp7Uj,Finished,,3,t,t,70,6,2,321,43,0,02:47:48.38
322,sessionentry_uOULQHAl,Finished,,4,t,t,70,4,3,322,43,0,02:48:39.64
